"Workout #";"Date";"Workout Name";"Duration (sec)";"Exercise Name";"Set Order";"Weight (kg)";"Reps";"RPE";"Distance (meters)";"Seconds";"Notes";"Workout Notes"
"20";"2025-02-18 08:53:20";"Oren's #1 - Full Body SS";"3445";"Goblet Squat (Kettlebell)";"1";"26.0";"12";"";"";"";"";""
"20";"2025-02-18 08:53:20";"Oren's #1 - Full Body SS";"3445";"Goblet Squat (Kettlebell)";"Rest Timer";"";"";"";"";"90.0";"";""
"20";"2025-02-18 08:53:20";"Oren's #1 - Full Body SS";"3445";"Goblet Squat (Kettlebell)";"2";"26.0";"12";"";"";"";"";""
"20";"2025-02-18 08:53:20";"Oren's #1 - Full Body SS";"3445";"Goblet Squat (Kettlebell)";"Rest Timer";"";"";"";"";"90.0";"";""
"20";"2025-02-18 08:53:20";"Oren's #1 - Full Body SS";"3445";"Lateral Raise (Dumbbell)";"1";"9.0";"11";"";"";"";"";""
"20";"2025-02-18 08:53:20";"Oren's #1 - Full Body SS";"3445";"Lateral Raise (Dumbbell)";"2";"9.0";"11";"";"";"";"";""
"20";"2025-02-18 08:53:20";"Oren's #1 - Full Body SS";"3445";"Romanian Deadlift (Barbell)";"1";"40.0";"12";"";"";"";"";""
"20";"2025-02-18 08:53:20";"Oren's #1 - Full Body SS";"3445";"Romanian Deadlift (Barbell)";"Rest Timer";"";"";"";"";"75.0";"";""
"20";"2025-02-18 08:53:20";"Oren's #1 - Full Body SS";"3445";"Romanian Deadlift (Barbell)";"2";"40.0";"12";"";"";"";"";""
"20";"2025-02-18 08:53:20";"Oren's #1 - Full Body SS";"3445";"Romanian Deadlift (Barbell)";"Rest Timer";"";"";"";"";"75.0";"";""
"20";"2025-02-18 08:53:20";"Oren's #1 - Full Body SS";"3445";"Cable Crunch";"1";"31.25";"12";"";"";"";"";""
"20";"2025-02-18 08:53:20";"Oren's #1 - Full Body SS";"3445";"Cable Crunch";"2";"31.25";"12";"";"";"";"";""
"20";"2025-02-18 08:53:20";"Oren's #1 - Full Body SS";"3445";"Flat Leg Raise";"Note";"";"";"";"";"";"10 קילו";""
"20";"2025-02-18 08:53:20";"Oren's #1 - Full Body SS";"3445";"Flat Leg Raise";"1";"";"10";"";"";"";"";""
"20";"2025-02-18 08:53:20";"Oren's #1 - Full Body SS";"3445";"Flat Leg Raise";"Rest Timer";"";"";"";"";"45.0";"";""
"20";"2025-02-18 08:53:20";"Oren's #1 - Full Body SS";"3445";"Flat Leg Raise";"2";"";"10";"";"";"";"";""
"20";"2025-02-18 08:53:20";"Oren's #1 - Full Body SS";"3445";"Flat Leg Raise";"Rest Timer";"";"";"";"";"45.0";"";""
"20";"2025-02-18 08:53:20";"Oren's #1 - Full Body SS";"3445";"Bicep Curl (Dumbbell)";"1";"12.5";"15";"";"";"";"";""
"20";"2025-02-18 08:53:20";"Oren's #1 - Full Body SS";"3445";"Bicep Curl (Dumbbell)";"2";"12.5";"15";"";"";"";"";""
"20";"2025-02-18 08:53:20";"Oren's #1 - Full Body SS";"3445";"Triceps Pushdown (Cable - Straight Bar)";"1";"28.75";"11";"";"";"";"";""
"20";"2025-02-18 08:53:20";"Oren's #1 - Full Body SS";"3445";"Triceps Pushdown (Cable - Straight Bar)";"Rest Timer";"";"";"";"";"75.0";"";""
"20";"2025-02-18 08:53:20";"Oren's #1 - Full Body SS";"3445";"Triceps Pushdown (Cable - Straight Bar)";"2";"28.75";"11";"";"";"";"";""
"20";"2025-02-18 08:53:20";"Oren's #1 - Full Body SS";"3445";"Triceps Pushdown (Cable - Straight Bar)";"Rest Timer";"";"";"";"";"75.0";"";""
"21";"2025-02-21 14:44:41";"Oren's #1 - Full Body SS";"4525";"Pull Up";"Note";"";"";"";"";"";"להוסיף משקל לחמישיות";""
"21";"2025-02-21 14:44:41";"Oren's #1 - Full Body SS";"4525";"Pull Up";"1";"0.0";"8";"";"";"";"";""
"21";"2025-02-21 14:44:41";"Oren's #1 - Full Body SS";"4525";"Pull Up";"Rest Timer";"";"";"";"";"90.0";"";""
"21";"2025-02-21 14:44:41";"Oren's #1 - Full Body SS";"4525";"Pull Up";"2";"0.0";"8";"";"";"";"";""
"21";"2025-02-21 14:44:41";"Oren's #1 - Full Body SS";"4525";"Pull Up";"Rest Timer";"";"";"";"";"90.0";"";""
"21";"2025-02-21 14:44:41";"Oren's #1 - Full Body SS";"4525";"Pull Up";"3";"0.0";"8";"";"";"";"";""
"21";"2025-02-21 14:44:41";"Oren's #1 - Full Body SS";"4525";"Pull Up";"Rest Timer";"";"";"";"";"90.0";"";""
"21";"2025-02-21 14:44:41";"Oren's #1 - Full Body SS";"4525";"Pull Up";"4";"0.0";"8";"";"";"";"";""
"21";"2025-02-21 14:44:41";"Oren's #1 - Full Body SS";"4525";"Bench Press (Dumbbell)";"1";"26.0";"12";"";"";"";"";""
"21";"2025-02-21 14:44:41";"Oren's #1 - Full Body SS";"4525";"Bench Press (Dumbbell)";"2";"26.0";"11";"";"";"";"";""
"21";"2025-02-21 14:44:41";"Oren's #1 - Full Body SS";"4525";"Bench Press (Dumbbell)";"3";"26.0";"9";"";"";"";"";""
"21";"2025-02-21 14:44:41";"Oren's #1 - Full Body SS";"4525";"Bent Over One Arm Row (Dumbbell)";"Note";"";"";"";"";"";"לעלות משקל";""
"21";"2025-02-21 14:44:41";"Oren's #1 - Full Body SS";"4525";"Bent Over One Arm Row (Dumbbell)";"1";"26.0";"12";"";"";"";"";""
"21";"2025-02-21 14:44:41";"Oren's #1 - Full Body SS";"4525";"Bent Over One Arm Row (Dumbbell)";"Rest Timer";"";"";"";"";"90.0";"";""
"21";"2025-02-21 14:44:41";"Oren's #1 - Full Body SS";"4525";"Bent Over One Arm Row (Dumbbell)";"2";"26.0";"12";"";"";"";"";""
"21";"2025-02-21 14:44:41";"Oren's #1 - Full Body SS";"4525";"Bent Over One Arm Row (Dumbbell)";"Rest Timer";"";"";"";"";"90.0";"";""
"21";"2025-02-21 14:44:41";"Oren's #1 - Full Body SS";"4525";"Bent Over One Arm Row (Dumbbell)";"3";"26.0";"12";"";"";"";"";""
"21";"2025-02-21 14:44:41";"Oren's #1 - Full Body SS";"4525";"Cable Crossover";"Note";"";"";"";"";"";"לעשות שוב";""
"21";"2025-02-21 14:44:41";"Oren's #1 - Full Body SS";"4525";"Cable Crossover";"1";"18.75";"13";"";"";"";"";""
"21";"2025-02-21 14:44:41";"Oren's #1 - Full Body SS";"4525";"Cable Crossover";"2";"18.75";"13";"";"";"";"";""
"21";"2025-02-21 14:44:41";"Oren's #1 - Full Body SS";"4525";"Cable Crossover";"3";"18.75";"13";"";"";"";"";""
"21";"2025-02-21 14:44:41";"Oren's #1 - Full Body SS";"4525";"Goblet Squat (Kettlebell)";"Note";"";"";"";"";"";"לעלות משקל ";""
"21";"2025-02-21 14:44:41";"Oren's #1 - Full Body SS";"4525";"Goblet Squat (Kettlebell)";"1";"26.0";"12";"";"";"";"";""
"21";"2025-02-21 14:44:41";"Oren's #1 - Full Body SS";"4525";"Goblet Squat (Kettlebell)";"Rest Timer";"";"";"";"";"90.0";"";""
"21";"2025-02-21 14:44:41";"Oren's #1 - Full Body SS";"4525";"Goblet Squat (Kettlebell)";"2";"26.0";"12";"";"";"";"";""
"21";"2025-02-21 14:44:41";"Oren's #1 - Full Body SS";"4525";"Goblet Squat (Kettlebell)";"Rest Timer";"";"";"";"";"90.0";"";""
"21";"2025-02-21 14:44:41";"Oren's #1 - Full Body SS";"4525";"Goblet Squat (Kettlebell)";"3";"26.0";"12";"";"";"";"";""
"21";"2025-02-21 14:44:41";"Oren's #1 - Full Body SS";"4525";"Lateral Raise (Dumbbell)";"1";"9.0";"11";"";"";"";"";""
"21";"2025-02-21 14:44:41";"Oren's #1 - Full Body SS";"4525";"Lateral Raise (Dumbbell)";"2";"9.0";"11";"";"";"";"";""
"21";"2025-02-21 14:44:41";"Oren's #1 - Full Body SS";"4525";"Lateral Raise (Dumbbell)";"3";"9.0";"11";"";"";"";"";""
"21";"2025-02-21 14:44:41";"Oren's #1 - Full Body SS";"4525";"Romanian Deadlift (Barbell)";"1";"40.0";"12";"";"";"";"";""
"21";"2025-02-21 14:44:41";"Oren's #1 - Full Body SS";"4525";"Romanian Deadlift (Barbell)";"Rest Timer";"";"";"";"";"75.0";"";""
"21";"2025-02-21 14:44:41";"Oren's #1 - Full Body SS";"4525";"Romanian Deadlift (Barbell)";"2";"40.0";"12";"";"";"";"";""
"21";"2025-02-21 14:44:41";"Oren's #1 - Full Body SS";"4525";"Romanian Deadlift (Barbell)";"Rest Timer";"";"";"";"";"75.0";"";""
"21";"2025-02-21 14:44:41";"Oren's #1 - Full Body SS";"4525";"Romanian Deadlift (Barbell)";"3";"40.0";"12";"";"";"";"";""
"21";"2025-02-21 14:44:41";"Oren's #1 - Full Body SS";"4525";"Cable Crunch";"Note";"";"";"";"";"";"לעבוד 31.25";""
"21";"2025-02-21 14:44:41";"Oren's #1 - Full Body SS";"4525";"Cable Crunch";"1";"31.25";"12";"";"";"";"";""
"21";"2025-02-21 14:44:41";"Oren's #1 - Full Body SS";"4525";"Cable Crunch";"2";"31.25";"12";"";"";"";"";""
"21";"2025-02-21 14:44:41";"Oren's #1 - Full Body SS";"4525";"Cable Crunch";"3";"31.25";"12";"";"";"";"";""
"21";"2025-02-21 14:44:41";"Oren's #1 - Full Body SS";"4525";"Flat Leg Raise";"Note";"";"";"";"";"";"10 קילו";""
"21";"2025-02-21 14:44:41";"Oren's #1 - Full Body SS";"4525";"Flat Leg Raise";"1";"";"10";"";"";"";"";""
"21";"2025-02-21 14:44:41";"Oren's #1 - Full Body SS";"4525";"Flat Leg Raise";"Rest Timer";"";"";"";"";"45.0";"";""
"21";"2025-02-21 14:44:41";"Oren's #1 - Full Body SS";"4525";"Flat Leg Raise";"2";"";"10";"";"";"";"";""
"21";"2025-02-21 14:44:41";"Oren's #1 - Full Body SS";"4525";"Flat Leg Raise";"Rest Timer";"";"";"";"";"45.0";"";""
"21";"2025-02-21 14:44:41";"Oren's #1 - Full Body SS";"4525";"Flat Leg Raise";"3";"";"10";"";"";"";"";""
"21";"2025-02-21 14:44:41";"Oren's #1 - Full Body SS";"4525";"Bicep Curl (Dumbbell)";"1";"12.5";"15";"";"";"";"";""
"21";"2025-02-21 14:44:41";"Oren's #1 - Full Body SS";"4525";"Bicep Curl (Dumbbell)";"2";"12.5";"15";"";"";"";"";""
"21";"2025-02-21 14:44:41";"Oren's #1 - Full Body SS";"4525";"Bicep Curl (Dumbbell)";"3";"12.5";"15";"";"";"";"";""
"21";"2025-02-21 14:44:41";"Oren's #1 - Full Body SS";"4525";"Triceps Pushdown (Cable - Straight Bar)";"1";"28.75";"11";"";"";"";"";""
"21";"2025-02-21 14:44:41";"Oren's #1 - Full Body SS";"4525";"Triceps Pushdown (Cable - Straight Bar)";"Rest Timer";"";"";"";"";"75.0";"";""
"21";"2025-02-21 14:44:41";"Oren's #1 - Full Body SS";"4525";"Triceps Pushdown (Cable - Straight Bar)";"2";"28.75";"11";"";"";"";"";""
"21";"2025-02-21 14:44:41";"Oren's #1 - Full Body SS";"4525";"Triceps Pushdown (Cable - Straight Bar)";"Rest Timer";"";"";"";"";"75.0";"";""
"21";"2025-02-21 14:44:41";"Oren's #1 - Full Body SS";"4525";"Triceps Pushdown (Cable - Straight Bar)";"3";"28.75";"11";"";"";"";"";""
"22";"2025-03-10 20:24:12";"Oren's #1 - Full Body SS";"4441";"Pull Up";"1";"0.0";"7";"";"";"";"";""
"22";"2025-03-10 20:24:12";"Oren's #1 - Full Body SS";"4441";"Pull Up";"Rest Timer";"";"";"";"";"90.0";"";""
"22";"2025-03-10 20:24:12";"Oren's #1 - Full Body SS";"4441";"Pull Up";"2";"0.0";"7";"";"";"";"";""
"22";"2025-03-10 20:24:12";"Oren's #1 - Full Body SS";"4441";"Pull Up";"Rest Timer";"";"";"";"";"90.0";"";""
"22";"2025-03-10 20:24:12";"Oren's #1 - Full Body SS";"4441";"Pull Up";"3";"0.0";"7";"";"";"";"";""
"22";"2025-03-10 20:24:12";"Oren's #1 - Full Body SS";"4441";"Pull Up";"Rest Timer";"";"";"";"";"90.0";"";""
"22";"2025-03-10 20:24:12";"Oren's #1 - Full Body SS";"4441";"Pull Up";"4";"0.0";"7";"";"";"";"";""
"22";"2025-03-10 20:24:12";"Oren's #1 - Full Body SS";"4441";"Bench Press (Dumbbell)";"1";"24.0";"10";"";"";"";"";""
"22";"2025-03-10 20:24:12";"Oren's #1 - Full Body SS";"4441";"Bench Press (Dumbbell)";"2";"24.0";"10";"";"";"";"";""
"22";"2025-03-10 20:24:12";"Oren's #1 - Full Body SS";"4441";"Bench Press (Dumbbell)";"3";"24.0";"10";"";"";"";"";""
"22";"2025-03-10 20:24:12";"Oren's #1 - Full Body SS";"4441";"Bent Over One Arm Row (Dumbbell)";"1";"24.0";"10";"";"";"";"";""
"22";"2025-03-10 20:24:12";"Oren's #1 - Full Body SS";"4441";"Bent Over One Arm Row (Dumbbell)";"Rest Timer";"";"";"";"";"90.0";"";""
"22";"2025-03-10 20:24:12";"Oren's #1 - Full Body SS";"4441";"Bent Over One Arm Row (Dumbbell)";"2";"24.0";"10";"";"";"";"";""
"22";"2025-03-10 20:24:12";"Oren's #1 - Full Body SS";"4441";"Bent Over One Arm Row (Dumbbell)";"Rest Timer";"";"";"";"";"90.0";"";""
"22";"2025-03-10 20:24:12";"Oren's #1 - Full Body SS";"4441";"Bent Over One Arm Row (Dumbbell)";"3";"24.0";"10";"";"";"";"";""
"22";"2025-03-10 20:24:12";"Oren's #1 - Full Body SS";"4441";"Cable Crossover";"1";"16.25";"13";"";"";"";"";""
"22";"2025-03-10 20:24:12";"Oren's #1 - Full Body SS";"4441";"Cable Crossover";"2";"16.25";"13";"";"";"";"";""
"22";"2025-03-10 20:24:12";"Oren's #1 - Full Body SS";"4441";"Cable Crossover";"3";"16.25";"13";"";"";"";"";""
"22";"2025-03-10 20:24:12";"Oren's #1 - Full Body SS";"4441";"Goblet Squat (Kettlebell)";"1";"24.0";"12";"";"";"";"";""
"22";"2025-03-10 20:24:12";"Oren's #1 - Full Body SS";"4441";"Goblet Squat (Kettlebell)";"Rest Timer";"";"";"";"";"90.0";"";""
"22";"2025-03-10 20:24:12";"Oren's #1 - Full Body SS";"4441";"Goblet Squat (Kettlebell)";"2";"24.0";"12";"";"";"";"";""
"22";"2025-03-10 20:24:12";"Oren's #1 - Full Body SS";"4441";"Goblet Squat (Kettlebell)";"Rest Timer";"";"";"";"";"90.0";"";""
"22";"2025-03-10 20:24:12";"Oren's #1 - Full Body SS";"4441";"Goblet Squat (Kettlebell)";"3";"24.0";"12";"";"";"";"";""
"22";"2025-03-10 20:24:12";"Oren's #1 - Full Body SS";"4441";"Lateral Raise (Dumbbell)";"1";"8.0";"11";"";"";"";"";""
"22";"2025-03-10 20:24:12";"Oren's #1 - Full Body SS";"4441";"Lateral Raise (Dumbbell)";"2";"8.0";"11";"";"";"";"";""
"22";"2025-03-10 20:24:12";"Oren's #1 - Full Body SS";"4441";"Lateral Raise (Dumbbell)";"3";"8.0";"11";"";"";"";"";""
"22";"2025-03-10 20:24:12";"Oren's #1 - Full Body SS";"4441";"Romanian Deadlift (Barbell)";"1";"35.0";"12";"";"";"";"";""
"22";"2025-03-10 20:24:12";"Oren's #1 - Full Body SS";"4441";"Romanian Deadlift (Barbell)";"Rest Timer";"";"";"";"";"75.0";"";""
"22";"2025-03-10 20:24:12";"Oren's #1 - Full Body SS";"4441";"Romanian Deadlift (Barbell)";"2";"35.0";"12";"";"";"";"";""
"22";"2025-03-10 20:24:12";"Oren's #1 - Full Body SS";"4441";"Romanian Deadlift (Barbell)";"Rest Timer";"";"";"";"";"75.0";"";""
"22";"2025-03-10 20:24:12";"Oren's #1 - Full Body SS";"4441";"Romanian Deadlift (Barbell)";"3";"35.0";"12";"";"";"";"";""
"22";"2025-03-10 20:24:12";"Oren's #1 - Full Body SS";"4441";"Cable Crunch";"1";"31.25";"12";"";"";"";"";""
"22";"2025-03-10 20:24:12";"Oren's #1 - Full Body SS";"4441";"Cable Crunch";"2";"31.25";"12";"";"";"";"";""
"22";"2025-03-10 20:24:12";"Oren's #1 - Full Body SS";"4441";"Cable Crunch";"3";"31.25";"12";"";"";"";"";""
"22";"2025-03-10 20:24:12";"Oren's #1 - Full Body SS";"4441";"Flat Leg Raise";"1";"";"10";"";"";"";"";""
"22";"2025-03-10 20:24:12";"Oren's #1 - Full Body SS";"4441";"Flat Leg Raise";"Rest Timer";"";"";"";"";"45.0";"";""
"22";"2025-03-10 20:24:12";"Oren's #1 - Full Body SS";"4441";"Flat Leg Raise";"2";"";"10";"";"";"";"";""
"22";"2025-03-10 20:24:12";"Oren's #1 - Full Body SS";"4441";"Flat Leg Raise";"Rest Timer";"";"";"";"";"45.0";"";""
"22";"2025-03-10 20:24:12";"Oren's #1 - Full Body SS";"4441";"Flat Leg Raise";"3";"";"10";"";"";"";"";""
"22";"2025-03-10 20:24:12";"Oren's #1 - Full Body SS";"4441";"Bicep Curl (Dumbbell)";"1";"12.5";"11";"";"";"";"";""
"22";"2025-03-10 20:24:12";"Oren's #1 - Full Body SS";"4441";"Bicep Curl (Dumbbell)";"2";"12.5";"11";"";"";"";"";""
"22";"2025-03-10 20:24:12";"Oren's #1 - Full Body SS";"4441";"Bicep Curl (Dumbbell)";"3";"12.5";"11";"";"";"";"";""
"22";"2025-03-10 20:24:12";"Oren's #1 - Full Body SS";"4441";"Triceps Pushdown (Cable - Straight Bar)";"1";"28.75";"11";"";"";"";"";""
"22";"2025-03-10 20:24:12";"Oren's #1 - Full Body SS";"4441";"Triceps Pushdown (Cable - Straight Bar)";"Rest Timer";"";"";"";"";"75.0";"";""
"22";"2025-03-10 20:24:12";"Oren's #1 - Full Body SS";"4441";"Triceps Pushdown (Cable - Straight Bar)";"2";"28.75";"11";"";"";"";"";""
"22";"2025-03-10 20:24:12";"Oren's #1 - Full Body SS";"4441";"Triceps Pushdown (Cable - Straight Bar)";"Rest Timer";"";"";"";"";"75.0";"";""
"22";"2025-03-10 20:24:12";"Oren's #1 - Full Body SS";"4441";"Triceps Pushdown (Cable - Straight Bar)";"3";"28.75";"11";"";"";"";"";""
"23";"2025-03-16 20:08:27";"Oren's #1 - Full Body SS";"4513";"Pull Up";"1";"0.0";"8";"";"";"";"";""
"23";"2025-03-16 20:08:27";"Oren's #1 - Full Body SS";"4513";"Pull Up";"Rest Timer";"";"";"";"";"90.0";"";""
"23";"2025-03-16 20:08:27";"Oren's #1 - Full Body SS";"4513";"Pull Up";"2";"0.0";"8";"";"";"";"";""
"23";"2025-03-16 20:08:27";"Oren's #1 - Full Body SS";"4513";"Pull Up";"Rest Timer";"";"";"";"";"90.0";"";""
"23";"2025-03-16 20:08:27";"Oren's #1 - Full Body SS";"4513";"Pull Up";"3";"0.0";"8";"";"";"";"";""
"23";"2025-03-16 20:08:27";"Oren's #1 - Full Body SS";"4513";"Pull Up";"Rest Timer";"";"";"";"";"90.0";"";""
"23";"2025-03-16 20:08:27";"Oren's #1 - Full Body SS";"4513";"Pull Up";"4";"0.0";"8";"";"";"";"";""
"23";"2025-03-16 20:08:27";"Oren's #1 - Full Body SS";"4513";"Bench Press (Dumbbell)";"1";"24.0";"10";"";"";"";"";""
"23";"2025-03-16 20:08:27";"Oren's #1 - Full Body SS";"4513";"Bench Press (Dumbbell)";"2";"24.0";"10";"";"";"";"";""
"23";"2025-03-16 20:08:27";"Oren's #1 - Full Body SS";"4513";"Bench Press (Dumbbell)";"3";"24.0";"10";"";"";"";"";""
"23";"2025-03-16 20:08:27";"Oren's #1 - Full Body SS";"4513";"Bent Over One Arm Row (Dumbbell)";"1";"24.0";"10";"";"";"";"";""
"23";"2025-03-16 20:08:27";"Oren's #1 - Full Body SS";"4513";"Bent Over One Arm Row (Dumbbell)";"Rest Timer";"";"";"";"";"90.0";"";""
"23";"2025-03-16 20:08:27";"Oren's #1 - Full Body SS";"4513";"Bent Over One Arm Row (Dumbbell)";"2";"24.0";"10";"";"";"";"";""
"23";"2025-03-16 20:08:27";"Oren's #1 - Full Body SS";"4513";"Bent Over One Arm Row (Dumbbell)";"Rest Timer";"";"";"";"";"90.0";"";""
"23";"2025-03-16 20:08:27";"Oren's #1 - Full Body SS";"4513";"Bent Over One Arm Row (Dumbbell)";"3";"24.0";"10";"";"";"";"";""
"23";"2025-03-16 20:08:27";"Oren's #1 - Full Body SS";"4513";"Cable Crossover";"1";"16.25";"13";"";"";"";"";""
"23";"2025-03-16 20:08:27";"Oren's #1 - Full Body SS";"4513";"Cable Crossover";"2";"16.25";"13";"";"";"";"";""
"23";"2025-03-16 20:08:27";"Oren's #1 - Full Body SS";"4513";"Cable Crossover";"3";"16.25";"13";"";"";"";"";""
"23";"2025-03-16 20:08:27";"Oren's #1 - Full Body SS";"4513";"Goblet Squat (Kettlebell)";"1";"24.0";"12";"";"";"";"";""
"23";"2025-03-16 20:08:27";"Oren's #1 - Full Body SS";"4513";"Goblet Squat (Kettlebell)";"Rest Timer";"";"";"";"";"90.0";"";""
"23";"2025-03-16 20:08:27";"Oren's #1 - Full Body SS";"4513";"Goblet Squat (Kettlebell)";"2";"24.0";"12";"";"";"";"";""
"23";"2025-03-16 20:08:27";"Oren's #1 - Full Body SS";"4513";"Goblet Squat (Kettlebell)";"Rest Timer";"";"";"";"";"90.0";"";""
"23";"2025-03-16 20:08:27";"Oren's #1 - Full Body SS";"4513";"Goblet Squat (Kettlebell)";"3";"24.0";"12";"";"";"";"";""
"23";"2025-03-16 20:08:27";"Oren's #1 - Full Body SS";"4513";"Lateral Raise (Dumbbell)";"1";"9.0";"11";"";"";"";"";""
"23";"2025-03-16 20:08:27";"Oren's #1 - Full Body SS";"4513";"Lateral Raise (Dumbbell)";"2";"9.0";"11";"";"";"";"";""
"23";"2025-03-16 20:08:27";"Oren's #1 - Full Body SS";"4513";"Lateral Raise (Dumbbell)";"3";"9.0";"11";"";"";"";"";""
"23";"2025-03-16 20:08:27";"Oren's #1 - Full Body SS";"4513";"Romanian Deadlift (Barbell)";"1";"40.0";"12";"";"";"";"";""
"23";"2025-03-16 20:08:27";"Oren's #1 - Full Body SS";"4513";"Romanian Deadlift (Barbell)";"Rest Timer";"";"";"";"";"75.0";"";""
"23";"2025-03-16 20:08:27";"Oren's #1 - Full Body SS";"4513";"Romanian Deadlift (Barbell)";"2";"40.0";"12";"";"";"";"";""
"23";"2025-03-16 20:08:27";"Oren's #1 - Full Body SS";"4513";"Romanian Deadlift (Barbell)";"Rest Timer";"";"";"";"";"75.0";"";""
"23";"2025-03-16 20:08:27";"Oren's #1 - Full Body SS";"4513";"Romanian Deadlift (Barbell)";"3";"40.0";"12";"";"";"";"";""
"23";"2025-03-16 20:08:27";"Oren's #1 - Full Body SS";"4513";"Cable Crunch";"1";"31.25";"12";"";"";"";"";""
"23";"2025-03-16 20:08:27";"Oren's #1 - Full Body SS";"4513";"Cable Crunch";"2";"31.25";"12";"";"";"";"";""
"23";"2025-03-16 20:08:27";"Oren's #1 - Full Body SS";"4513";"Cable Crunch";"3";"31.25";"12";"";"";"";"";""
"23";"2025-03-16 20:08:27";"Oren's #1 - Full Body SS";"4513";"Flat Leg Raise";"1";"";"10";"";"";"";"";""
"23";"2025-03-16 20:08:27";"Oren's #1 - Full Body SS";"4513";"Flat Leg Raise";"Rest Timer";"";"";"";"";"45.0";"";""
"23";"2025-03-16 20:08:27";"Oren's #1 - Full Body SS";"4513";"Flat Leg Raise";"2";"";"10";"";"";"";"";""
"23";"2025-03-16 20:08:27";"Oren's #1 - Full Body SS";"4513";"Flat Leg Raise";"Rest Timer";"";"";"";"";"45.0";"";""
"23";"2025-03-16 20:08:27";"Oren's #1 - Full Body SS";"4513";"Flat Leg Raise";"3";"";"10";"";"";"";"";""
"23";"2025-03-16 20:08:27";"Oren's #1 - Full Body SS";"4513";"Bicep Curl (Dumbbell)";"1";"12.5";"12";"";"";"";"";""
"23";"2025-03-16 20:08:27";"Oren's #1 - Full Body SS";"4513";"Bicep Curl (Dumbbell)";"2";"12.5";"12";"";"";"";"";""
"23";"2025-03-16 20:08:27";"Oren's #1 - Full Body SS";"4513";"Bicep Curl (Dumbbell)";"3";"12.5";"12";"";"";"";"";""
"23";"2025-03-16 20:08:27";"Oren's #1 - Full Body SS";"4513";"Triceps Pushdown (Cable - Straight Bar)";"1";"28.75";"12";"";"";"";"";""
"23";"2025-03-16 20:08:27";"Oren's #1 - Full Body SS";"4513";"Triceps Pushdown (Cable - Straight Bar)";"Rest Timer";"";"";"";"";"75.0";"";""
"23";"2025-03-16 20:08:27";"Oren's #1 - Full Body SS";"4513";"Triceps Pushdown (Cable - Straight Bar)";"2";"28.75";"12";"";"";"";"";""
"23";"2025-03-16 20:08:27";"Oren's #1 - Full Body SS";"4513";"Triceps Pushdown (Cable - Straight Bar)";"Rest Timer";"";"";"";"";"75.0";"";""
"23";"2025-03-16 20:08:27";"Oren's #1 - Full Body SS";"4513";"Triceps Pushdown (Cable - Straight Bar)";"3";"28.75";"12";"";"";"";"";""
"23";"2025-03-16 20:08:27";"Oren's #1 - Full Body SS";"4513";"Triceps Pushdown (Cable - Straight Bar)";"Rest Timer";"";"";"";"";"75.0";"";""
"24";"2025-03-18 20:43:45";"Oren's #1 - Full Body SS";"4012";"Pull Up";"Note";"";"";"";"";"";"להתחיל ב8 ואולי לעלות ל10";""
"24";"2025-03-18 20:43:45";"Oren's #1 - Full Body SS";"4012";"Pull Up";"1";"6.0";"5";"";"";"";"";""
"24";"2025-03-18 20:43:45";"Oren's #1 - Full Body SS";"4012";"Pull Up";"Rest Timer";"";"";"";"";"90.0";"";""
"24";"2025-03-18 20:43:45";"Oren's #1 - Full Body SS";"4012";"Pull Up";"2";"6.0";"5";"";"";"";"";""
"24";"2025-03-18 20:43:45";"Oren's #1 - Full Body SS";"4012";"Pull Up";"Rest Timer";"";"";"";"";"90.0";"";""
"24";"2025-03-18 20:43:45";"Oren's #1 - Full Body SS";"4012";"Pull Up";"3";"8.0";"5";"";"";"";"";""
"24";"2025-03-18 20:43:45";"Oren's #1 - Full Body SS";"4012";"Pull Up";"Rest Timer";"";"";"";"";"90.0";"";""
"24";"2025-03-18 20:43:45";"Oren's #1 - Full Body SS";"4012";"Pull Up";"4";"8.0";"5";"";"";"";"";""
"24";"2025-03-18 20:43:45";"Oren's #1 - Full Body SS";"4012";"Bench Press (Dumbbell)";"1";"24.0";"12";"";"";"";"";""
"24";"2025-03-18 20:43:45";"Oren's #1 - Full Body SS";"4012";"Bench Press (Dumbbell)";"2";"24.0";"12";"";"";"";"";""
"24";"2025-03-18 20:43:45";"Oren's #1 - Full Body SS";"4012";"Bench Press (Dumbbell)";"3";"24.0";"11";"";"";"";"";""
"24";"2025-03-18 20:43:45";"Oren's #1 - Full Body SS";"4012";"Bent Over One Arm Row (Dumbbell)";"1";"24.0";"12";"";"";"";"";""
"24";"2025-03-18 20:43:45";"Oren's #1 - Full Body SS";"4012";"Bent Over One Arm Row (Dumbbell)";"Rest Timer";"";"";"";"";"90.0";"";""
"24";"2025-03-18 20:43:45";"Oren's #1 - Full Body SS";"4012";"Bent Over One Arm Row (Dumbbell)";"2";"24.0";"12";"";"";"";"";""
"24";"2025-03-18 20:43:45";"Oren's #1 - Full Body SS";"4012";"Bent Over One Arm Row (Dumbbell)";"Rest Timer";"";"";"";"";"90.0";"";""
"24";"2025-03-18 20:43:45";"Oren's #1 - Full Body SS";"4012";"Bent Over One Arm Row (Dumbbell)";"3";"24.0";"12";"";"";"";"";""
"24";"2025-03-18 20:43:45";"Oren's #1 - Full Body SS";"4012";"Cable Crossover";"1";"16.25";"13";"";"";"";"";""
