"Workout #";"Date";"Workout Name";"Duration (sec)";"Exercise Name";"Set Order";"Weight (kg)";"Reps";"RPE";"Distance (meters)";"Seconds";"Notes";"Workout Notes"
"43";"2025-09-19 14:58:15";"Full body Sep 2025 - chatGPT";"3366";"Reverse Fly (Cable)";"3";"47.0";"12";"";"";"";"";""
"43";"2025-09-19 14:58:15";"Full body Sep 2025 - chatGPT";"3366";"Lateral Raise (Dumbbell)";"Note";"";"";"";"";"";"12-15 reps";""
"43";"2025-09-19 14:58:15";"Full body Sep 2025 - chatGPT";"3366";"Lateral Raise (Dumbbell)";"1";"7.0";"13";"";"";"";"";""
"43";"2025-09-19 14:58:15";"Full body Sep 2025 - chatGPT";"3366";"Lateral Raise (Dumbbell)";"2";"7.0";"13";"";"";"";"";""
"43";"2025-09-19 14:58:15";"Full body Sep 2025 - chatGPT";"3366";"Bicep Curl (Cable)";"Note";"";"";"";"";"";"10-12 reps";""
"43";"2025-09-19 14:58:15";"Full body Sep 2025 - chatGPT";"3366";"Bicep Curl (Cable)";"1";"21.25";"10";"";"";"";"";""
"43";"2025-09-19 14:58:15";"Full body Sep 2025 - chatGPT";"3366";"Bicep Curl (Cable)";"Rest Timer";"";"";"";"";"120.0";"";""
"43";"2025-09-19 14:58:15";"Full body Sep 2025 - chatGPT";"3366";"Bicep Curl (Cable)";"2";"21.25";"10";"";"";"";"";""
"43";"2025-09-19 14:58:15";"Full body Sep 2025 - chatGPT";"3366";"Triceps Pushdown (Cable - Straight Bar)";"Note";"";"";"";"";"";"10-12 reps";""
"43";"2025-09-19 14:58:15";"Full body Sep 2025 - chatGPT";"3366";"Triceps Pushdown (Cable - Straight Bar)";"1";"26.25";"12";"";"";"";"";""
"43";"2025-09-19 14:58:15";"Full body Sep 2025 - chatGPT";"3366";"Triceps Pushdown (Cable - Straight Bar)";"2";"26.25";"12";"";"";"";"";""
"43";"2025-09-19 14:58:15";"Full body Sep 2025 - chatGPT";"3366";"Cable Crunch";"Note";"";"";"";"";"";"10-12 reps";""
"43";"2025-09-19 14:58:15";"Full body Sep 2025 - chatGPT";"3366";"Cable Crunch";"1";"26.25";"10";"";"";"";"";""
"43";"2025-09-19 14:58:15";"Full body Sep 2025 - chatGPT";"3366";"Cable Crunch";"2";"26.25";"10";"";"";"";"";""
"43";"2025-09-19 14:58:15";"Full body Sep 2025 - chatGPT";"3366";"Flat Leg Raise";"1";"";"10";"";"";"";"";""
"43";"2025-09-19 14:58:15";"Full body Sep 2025 - chatGPT";"3366";"Flat Leg Raise";"Rest Timer";"";"";"";"";"60.0";"";""
"43";"2025-09-19 14:58:15";"Full body Sep 2025 - chatGPT";"3366";"Flat Leg Raise";"2";"";"10";"";"";"";"";""
"44";"2025-09-22 12:39:12";"Full body Sep 2025 - chatGPT";"3792";"Pull Up";"Note";"";"";"";"";"";"Last set max body weight. 
6-8 reps";""
"44";"2025-09-22 12:39:12";"Full body Sep 2025 - chatGPT";"3792";"Pull Up";"1";"0.0";"8";"";"";"";"";""
"44";"2025-09-22 12:39:12";"Full body Sep 2025 - chatGPT";"3792";"Pull Up";"2";"0.0";"8";"";"";"";"";""
"44";"2025-09-22 12:39:12";"Full body Sep 2025 - chatGPT";"3792";"Pull Up";"3";"0.0";"8";"";"";"";"";""
"44";"2025-09-22 12:39:12";"Full body Sep 2025 - chatGPT";"3792";"Pull Up";"4";"0.0";"6";"";"";"";"";""
"44";"2025-09-22 12:39:12";"Full body Sep 2025 - chatGPT";"3792";"Bench Press (Dumbbell)";"Note";"";"";"";"";"";"8-10 reps
Last set 75-80% till 1-2 RIR. ";""
"44";"2025-09-22 12:39:12";"Full body Sep 2025 - chatGPT";"3792";"Bench Press (Dumbbell)";"1";"22.0";"9";"";"";"";"";""
"44";"2025-09-22 12:39:12";"Full body Sep 2025 - chatGPT";"3792";"Bench Press (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"44";"2025-09-22 12:39:12";"Full body Sep 2025 - chatGPT";"3792";"Bench Press (Dumbbell)";"2";"22.0";"9";"";"";"";"";""
"44";"2025-09-22 12:39:12";"Full body Sep 2025 - chatGPT";"3792";"Bench Press (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"44";"2025-09-22 12:39:12";"Full body Sep 2025 - chatGPT";"3792";"Bench Press (Dumbbell)";"3";"22.0";"9";"";"";"";"";""
"44";"2025-09-22 12:39:12";"Full body Sep 2025 - chatGPT";"3792";"Bench Press (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"44";"2025-09-22 12:39:12";"Full body Sep 2025 - chatGPT";"3792";"Bench Press (Dumbbell)";"4";"18.0";"13";"";"";"";"";""
"44";"2025-09-22 12:39:12";"Full body Sep 2025 - chatGPT";"3792";"Incline Row (Dumbbell)";"Note";"";"";"";"";"";"8-12 reps";""
"44";"2025-09-22 12:39:12";"Full body Sep 2025 - chatGPT";"3792";"Incline Row (Dumbbell)";"1";"22.0";"8";"";"";"";"";""
"44";"2025-09-22 12:39:12";"Full body Sep 2025 - chatGPT";"3792";"Incline Row (Dumbbell)";"2";"22.0";"8";"";"";"";"";""
"44";"2025-09-22 12:39:12";"Full body Sep 2025 - chatGPT";"3792";"Incline Row (Dumbbell)";"3";"22.0";"8";"";"";"";"";""
"44";"2025-09-22 12:39:12";"Full body Sep 2025 - chatGPT";"3792";"Goblet Squat (Kettlebell)";"Note";"";"";"";"";"";"10-12 reps";""
"44";"2025-09-22 12:39:12";"Full body Sep 2025 - chatGPT";"3792";"Goblet Squat (Kettlebell)";"1";"26.0";"10";"";"";"";"";""
"44";"2025-09-22 12:39:12";"Full body Sep 2025 - chatGPT";"3792";"Goblet Squat (Kettlebell)";"Rest Timer";"";"";"";"";"120.0";"";""
"44";"2025-09-22 12:39:12";"Full body Sep 2025 - chatGPT";"3792";"Goblet Squat (Kettlebell)";"2";"26.0";"10";"";"";"";"";""
"44";"2025-09-22 12:39:12";"Full body Sep 2025 - chatGPT";"3792";"Goblet Squat (Kettlebell)";"Rest Timer";"";"";"";"";"120.0";"";""
"44";"2025-09-22 12:39:12";"Full body Sep 2025 - chatGPT";"3792";"Goblet Squat (Kettlebell)";"3";"26.0";"10";"";"";"";"";""
"44";"2025-09-22 12:39:12";"Full body Sep 2025 - chatGPT";"3792";"Seated Overhead Press (Dumbbell)";"Note";"";"";"";"";"";"8-10 reps";""
"44";"2025-09-22 12:39:12";"Full body Sep 2025 - chatGPT";"3792";"Seated Overhead Press (Dumbbell)";"1";"14.0";"10";"";"";"";"";""
"44";"2025-09-22 12:39:12";"Full body Sep 2025 - chatGPT";"3792";"Seated Overhead Press (Dumbbell)";"2";"14.0";"10";"";"";"";"";""
"44";"2025-09-22 12:39:12";"Full body Sep 2025 - chatGPT";"3792";"Seated Overhead Press (Dumbbell)";"3";"14.0";"10";"";"";"";"";""
"44";"2025-09-22 12:39:12";"Full body Sep 2025 - chatGPT";"3792";"Reverse Fly (Cable)";"Note";"";"";"";"";"";"10-15 reps";""
"44";"2025-09-22 12:39:12";"Full body Sep 2025 - chatGPT";"3792";"Reverse Fly (Cable)";"1";"47.0";"15";"";"";"";"";""
"44";"2025-09-22 12:39:12";"Full body Sep 2025 - chatGPT";"3792";"Reverse Fly (Cable)";"Rest Timer";"";"";"";"";"120.0";"";""
"44";"2025-09-22 12:39:12";"Full body Sep 2025 - chatGPT";"3792";"Reverse Fly (Cable)";"2";"47.0";"15";"";"";"";"";""
"44";"2025-09-22 12:39:12";"Full body Sep 2025 - chatGPT";"3792";"Reverse Fly (Cable)";"Rest Timer";"";"";"";"";"120.0";"";""
"44";"2025-09-22 12:39:12";"Full body Sep 2025 - chatGPT";"3792";"Reverse Fly (Cable)";"3";"47.0";"15";"";"";"";"";""
"44";"2025-09-22 12:39:12";"Full body Sep 2025 - chatGPT";"3792";"Lateral Raise (Dumbbell)";"Note";"";"";"";"";"";"12-15 reps";""
"44";"2025-09-22 12:39:12";"Full body Sep 2025 - chatGPT";"3792";"Lateral Raise (Dumbbell)";"1";"7.0";"15";"";"";"";"";""
"44";"2025-09-22 12:39:12";"Full body Sep 2025 - chatGPT";"3792";"Lateral Raise (Dumbbell)";"2";"7.0";"15";"";"";"";"";""
"44";"2025-09-22 12:39:12";"Full body Sep 2025 - chatGPT";"3792";"Bicep Curl (Cable)";"Note";"";"";"";"";"";"10-12 reps";""
"44";"2025-09-22 12:39:12";"Full body Sep 2025 - chatGPT";"3792";"Bicep Curl (Cable)";"1";"21.25";"12";"";"";"";"";""
"44";"2025-09-22 12:39:12";"Full body Sep 2025 - chatGPT";"3792";"Bicep Curl (Cable)";"Rest Timer";"";"";"";"";"120.0";"";""
"44";"2025-09-22 12:39:12";"Full body Sep 2025 - chatGPT";"3792";"Bicep Curl (Cable)";"2";"21.25";"12";"";"";"";"";""
"44";"2025-09-22 12:39:12";"Full body Sep 2025 - chatGPT";"3792";"Triceps Pushdown (Cable - Straight Bar)";"Note";"";"";"";"";"";"10-12 reps";""
"44";"2025-09-22 12:39:12";"Full body Sep 2025 - chatGPT";"3792";"Triceps Pushdown (Cable - Straight Bar)";"1";"28.75";"10";"";"";"";"";""
"44";"2025-09-22 12:39:12";"Full body Sep 2025 - chatGPT";"3792";"Triceps Pushdown (Cable - Straight Bar)";"2";"28.75";"10";"";"";"";"";""
"44";"2025-09-22 12:39:12";"Full body Sep 2025 - chatGPT";"3792";"Cable Crunch";"Note";"";"";"";"";"";"10-12 reps";""
"44";"2025-09-22 12:39:12";"Full body Sep 2025 - chatGPT";"3792";"Cable Crunch";"1";"26.25";"12";"";"";"";"";""
"44";"2025-09-22 12:39:12";"Full body Sep 2025 - chatGPT";"3792";"Cable Crunch";"2";"26.25";"12";"";"";"";"";""
"44";"2025-09-22 12:39:12";"Full body Sep 2025 - chatGPT";"3792";"Flat Leg Raise";"1";"";"10";"";"";"";"";""
"44";"2025-09-22 12:39:12";"Full body Sep 2025 - chatGPT";"3792";"Flat Leg Raise";"Rest Timer";"";"";"";"";"60.0";"";""
"44";"2025-09-22 12:39:12";"Full body Sep 2025 - chatGPT";"3792";"Flat Leg Raise";"2";"";"10";"";"";"";"";""
"45";"2025-09-25 20:50:29";"Full body Sep 2025 - chatGPT";"3557";"Pull Up";"Note";"";"";"";"";"";"Last set max body weight. 
6-8 reps";""
"45";"2025-09-25 20:50:29";"Full body Sep 2025 - chatGPT";"3557";"Pull Up";"1";"4.0";"6";"";"";"";"";""
"45";"2025-09-25 20:50:29";"Full body Sep 2025 - chatGPT";"3557";"Pull Up";"2";"4.0";"6";"";"";"";"";""
"45";"2025-09-25 20:50:29";"Full body Sep 2025 - chatGPT";"3557";"Pull Up";"3";"4.0";"6";"";"";"";"";""
"45";"2025-09-25 20:50:29";"Full body Sep 2025 - chatGPT";"3557";"Pull Up";"4";"0.0";"7";"";"";"";"";""
"45";"2025-09-25 20:50:29";"Full body Sep 2025 - chatGPT";"3557";"Bench Press (Dumbbell)";"Note";"";"";"";"";"";"8-10 reps
Last set 75-80% till 1-2 RIR. ";""
"45";"2025-09-25 20:50:29";"Full body Sep 2025 - chatGPT";"3557";"Bench Press (Dumbbell)";"1";"22.0";"10";"";"";"";"";""
"45";"2025-09-25 20:50:29";"Full body Sep 2025 - chatGPT";"3557";"Bench Press (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"45";"2025-09-25 20:50:29";"Full body Sep 2025 - chatGPT";"3557";"Bench Press (Dumbbell)";"2";"22.0";"10";"";"";"";"";""
"45";"2025-09-25 20:50:29";"Full body Sep 2025 - chatGPT";"3557";"Bench Press (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"45";"2025-09-25 20:50:29";"Full body Sep 2025 - chatGPT";"3557";"Bench Press (Dumbbell)";"3";"22.0";"10";"";"";"";"";""
"45";"2025-09-25 20:50:29";"Full body Sep 2025 - chatGPT";"3557";"Bench Press (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"45";"2025-09-25 20:50:29";"Full body Sep 2025 - chatGPT";"3557";"Bench Press (Dumbbell)";"4";"18.0";"15";"";"";"";"";""
"45";"2025-09-25 20:50:29";"Full body Sep 2025 - chatGPT";"3557";"Incline Row (Dumbbell)";"Note";"";"";"";"";"";"8-12 reps";""
"45";"2025-09-25 20:50:29";"Full body Sep 2025 - chatGPT";"3557";"Incline Row (Dumbbell)";"1";"22.0";"10";"";"";"";"";""
"45";"2025-09-25 20:50:29";"Full body Sep 2025 - chatGPT";"3557";"Incline Row (Dumbbell)";"2";"22.0";"10";"";"";"";"";""
"45";"2025-09-25 20:50:29";"Full body Sep 2025 - chatGPT";"3557";"Incline Row (Dumbbell)";"3";"22.0";"10";"";"";"";"";""
"45";"2025-09-25 20:50:29";"Full body Sep 2025 - chatGPT";"3557";"Goblet Squat (Kettlebell)";"Note";"";"";"";"";"";"10-12 reps";""
"45";"2025-09-25 20:50:29";"Full body Sep 2025 - chatGPT";"3557";"Goblet Squat (Kettlebell)";"1";"26.0";"12";"";"";"";"";""
"45";"2025-09-25 20:50:29";"Full body Sep 2025 - chatGPT";"3557";"Goblet Squat (Kettlebell)";"Rest Timer";"";"";"";"";"120.0";"";""
"45";"2025-09-25 20:50:29";"Full body Sep 2025 - chatGPT";"3557";"Goblet Squat (Kettlebell)";"2";"26.0";"12";"";"";"";"";""
"45";"2025-09-25 20:50:29";"Full body Sep 2025 - chatGPT";"3557";"Goblet Squat (Kettlebell)";"Rest Timer";"";"";"";"";"120.0";"";""
"45";"2025-09-25 20:50:29";"Full body Sep 2025 - chatGPT";"3557";"Goblet Squat (Kettlebell)";"3";"26.0";"12";"";"";"";"";""
"45";"2025-09-25 20:50:29";"Full body Sep 2025 - chatGPT";"3557";"Seated Overhead Press (Dumbbell)";"Note";"";"";"";"";"";"8-10 reps";""
"45";"2025-09-25 20:50:29";"Full body Sep 2025 - chatGPT";"3557";"Seated Overhead Press (Dumbbell)";"1";"16.0";"8";"";"";"";"";""
"45";"2025-09-25 20:50:29";"Full body Sep 2025 - chatGPT";"3557";"Seated Overhead Press (Dumbbell)";"2";"16.0";"8";"";"";"";"";""
"45";"2025-09-25 20:50:29";"Full body Sep 2025 - chatGPT";"3557";"Seated Overhead Press (Dumbbell)";"3";"16.0";"8";"";"";"";"";""
"45";"2025-09-25 20:50:29";"Full body Sep 2025 - chatGPT";"3557";"Reverse Fly (Cable)";"Note";"";"";"";"";"";"10-15 reps";""
"45";"2025-09-25 20:50:29";"Full body Sep 2025 - chatGPT";"3557";"Reverse Fly (Cable)";"1";"54.0";"10";"";"";"";"";""
"45";"2025-09-25 20:50:29";"Full body Sep 2025 - chatGPT";"3557";"Reverse Fly (Cable)";"Rest Timer";"";"";"";"";"120.0";"";""
"45";"2025-09-25 20:50:29";"Full body Sep 2025 - chatGPT";"3557";"Reverse Fly (Cable)";"2";"54.0";"10";"";"";"";"";""
"45";"2025-09-25 20:50:29";"Full body Sep 2025 - chatGPT";"3557";"Reverse Fly (Cable)";"Rest Timer";"";"";"";"";"120.0";"";""
"45";"2025-09-25 20:50:29";"Full body Sep 2025 - chatGPT";"3557";"Reverse Fly (Cable)";"3";"54.0";"10";"";"";"";"";""
"45";"2025-09-25 20:50:29";"Full body Sep 2025 - chatGPT";"3557";"Lateral Raise (Dumbbell)";"Note";"";"";"";"";"";"12-15 reps";""
"45";"2025-09-25 20:50:29";"Full body Sep 2025 - chatGPT";"3557";"Lateral Raise (Dumbbell)";"1";"8.0";"12";"";"";"";"";""
"45";"2025-09-25 20:50:29";"Full body Sep 2025 - chatGPT";"3557";"Lateral Raise (Dumbbell)";"2";"8.0";"12";"";"";"";"";""
"45";"2025-09-25 20:50:29";"Full body Sep 2025 - chatGPT";"3557";"Bicep Curl (Cable)";"Note";"";"";"";"";"";"10-12 reps";""
"45";"2025-09-25 20:50:29";"Full body Sep 2025 - chatGPT";"3557";"Bicep Curl (Cable)";"1";"23.75";"10";"";"";"";"";""
"45";"2025-09-25 20:50:29";"Full body Sep 2025 - chatGPT";"3557";"Bicep Curl (Cable)";"Rest Timer";"";"";"";"";"120.0";"";""
"45";"2025-09-25 20:50:29";"Full body Sep 2025 - chatGPT";"3557";"Bicep Curl (Cable)";"2";"23.75";"10";"";"";"";"";""
"45";"2025-09-25 20:50:29";"Full body Sep 2025 - chatGPT";"3557";"Triceps Pushdown (Cable - Straight Bar)";"Note";"";"";"";"";"";"10-12 reps";""
"45";"2025-09-25 20:50:29";"Full body Sep 2025 - chatGPT";"3557";"Triceps Pushdown (Cable - Straight Bar)";"1";"28.75";"12";"";"";"";"";""
"45";"2025-09-25 20:50:29";"Full body Sep 2025 - chatGPT";"3557";"Triceps Pushdown (Cable - Straight Bar)";"2";"28.75";"12";"";"";"";"";""
"45";"2025-09-25 20:50:29";"Full body Sep 2025 - chatGPT";"3557";"Cable Crunch";"Note";"";"";"";"";"";"10-12 reps";""
"45";"2025-09-25 20:50:29";"Full body Sep 2025 - chatGPT";"3557";"Cable Crunch";"1";"28.75";"12";"";"";"";"";""
"45";"2025-09-25 20:50:29";"Full body Sep 2025 - chatGPT";"3557";"Cable Crunch";"2";"28.75";"10";"";"";"";"";""
"45";"2025-09-25 20:50:29";"Full body Sep 2025 - chatGPT";"3557";"Flat Leg Raise";"1";"";"10";"";"";"";"";""
"45";"2025-09-25 20:50:29";"Full body Sep 2025 - chatGPT";"3557";"Flat Leg Raise";"Rest Timer";"";"";"";"";"60.0";"";""
"45";"2025-09-25 20:50:29";"Full body Sep 2025 - chatGPT";"3557";"Flat Leg Raise";"2";"";"10";"";"";"";"";""
"46";"2025-10-01 10:28:10";"Full body Sep 2025 - chatGPT";"2644";"Pull Up";"Note";"";"";"";"";"";"Last set max body weight. 
6-8 reps";""
"46";"2025-10-01 10:28:10";"Full body Sep 2025 - chatGPT";"2644";"Pull Up";"1";"4.0";"7";"";"";"";"";""
"46";"2025-10-01 10:28:10";"Full body Sep 2025 - chatGPT";"2644";"Pull Up";"2";"4.0";"7";"";"";"";"";""
"46";"2025-10-01 10:28:10";"Full body Sep 2025 - chatGPT";"2644";"Pull Up";"3";"4.0";"7";"";"";"";"";""
"46";"2025-10-01 10:28:10";"Full body Sep 2025 - chatGPT";"2644";"Pull Up";"4";"0.0";"7";"";"";"";"";""
"46";"2025-10-01 10:28:10";"Full body Sep 2025 - chatGPT";"2644";"Bench Press (Dumbbell)";"Note";"";"";"";"";"";"8-10 reps
Last set 75-80% till 1-2 RIR. ";""
"46";"2025-10-01 10:28:10";"Full body Sep 2025 - chatGPT";"2644";"Bench Press (Dumbbell)";"1";"24.0";"8";"";"";"";"";""
"46";"2025-10-01 10:28:10";"Full body Sep 2025 - chatGPT";"2644";"Bench Press (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"46";"2025-10-01 10:28:10";"Full body Sep 2025 - chatGPT";"2644";"Bench Press (Dumbbell)";"2";"24.0";"8";"";"";"";"";""
"46";"2025-10-01 10:28:10";"Full body Sep 2025 - chatGPT";"2644";"Bench Press (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"46";"2025-10-01 10:28:10";"Full body Sep 2025 - chatGPT";"2644";"Bench Press (Dumbbell)";"3";"24.0";"8";"";"";"";"";""
"46";"2025-10-01 10:28:10";"Full body Sep 2025 - chatGPT";"2644";"Bench Press (Dumbbell)";"4";"18.0";"15";"";"";"";"";""
"46";"2025-10-01 10:28:10";"Full body Sep 2025 - chatGPT";"2644";"Incline Row (Dumbbell)";"Note";"";"";"";"";"";"8-12 reps";""
"46";"2025-10-01 10:28:10";"Full body Sep 2025 - chatGPT";"2644";"Incline Row (Dumbbell)";"1";"22.0";"12";"";"";"";"";""
"46";"2025-10-01 10:28:10";"Full body Sep 2025 - chatGPT";"2644";"Incline Row (Dumbbell)";"2";"22.0";"12";"";"";"";"";""
"46";"2025-10-01 10:28:10";"Full body Sep 2025 - chatGPT";"2644";"Incline Row (Dumbbell)";"3";"22.0";"10";"";"";"";"";""
"46";"2025-10-01 10:28:10";"Full body Sep 2025 - chatGPT";"2644";"Goblet Squat (Kettlebell)";"Note";"";"";"";"";"";"10-12 reps";""
"46";"2025-10-01 10:28:10";"Full body Sep 2025 - chatGPT";"2644";"Goblet Squat (Kettlebell)";"1";"26.0";"12";"";"";"";"";""
"46";"2025-10-01 10:28:10";"Full body Sep 2025 - chatGPT";"2644";"Goblet Squat (Kettlebell)";"Rest Timer";"";"";"";"";"120.0";"";""
"46";"2025-10-01 10:28:10";"Full body Sep 2025 - chatGPT";"2644";"Goblet Squat (Kettlebell)";"2";"26.0";"12";"";"";"";"";""
"46";"2025-10-01 10:28:10";"Full body Sep 2025 - chatGPT";"2644";"Goblet Squat (Kettlebell)";"Rest Timer";"";"";"";"";"120.0";"";""
"46";"2025-10-01 10:28:10";"Full body Sep 2025 - chatGPT";"2644";"Goblet Squat (Kettlebell)";"3";"26.0";"12";"";"";"";"";""
"46";"2025-10-01 10:28:10";"Full body Sep 2025 - chatGPT";"2644";"Seated Overhead Press (Dumbbell)";"Note";"";"";"";"";"";"8-10 reps";""
"46";"2025-10-01 10:28:10";"Full body Sep 2025 - chatGPT";"2644";"Seated Overhead Press (Dumbbell)";"1";"16.0";"8";"";"";"";"";""
"46";"2025-10-01 10:28:10";"Full body Sep 2025 - chatGPT";"2644";"Seated Overhead Press (Dumbbell)";"2";"16.0";"8";"";"";"";"";""
"46";"2025-10-01 10:28:10";"Full body Sep 2025 - chatGPT";"2644";"Seated Overhead Press (Dumbbell)";"3";"16.0";"8";"";"";"";"";""
"46";"2025-10-01 10:28:10";"Full body Sep 2025 - chatGPT";"2644";"Reverse Fly (Cable)";"Note";"";"";"";"";"";"10-15 reps";""
"46";"2025-10-01 10:28:10";"Full body Sep 2025 - chatGPT";"2644";"Reverse Fly (Cable)";"1";"54.0";"12";"";"";"";"";""
"46";"2025-10-01 10:28:10";"Full body Sep 2025 - chatGPT";"2644";"Reverse Fly (Cable)";"Rest Timer";"";"";"";"";"120.0";"";""
"46";"2025-10-01 10:28:10";"Full body Sep 2025 - chatGPT";"2644";"Reverse Fly (Cable)";"2";"54.0";"12";"";"";"";"";""
"46";"2025-10-01 10:28:10";"Full body Sep 2025 - chatGPT";"2644";"Reverse Fly (Cable)";"Rest Timer";"";"";"";"";"120.0";"";""
"46";"2025-10-01 10:28:10";"Full body Sep 2025 - chatGPT";"2644";"Reverse Fly (Cable)";"3";"54.0";"10";"";"";"";"";""
"46";"2025-10-01 10:28:10";"Full body Sep 2025 - chatGPT";"2644";"Lateral Raise (Dumbbell)";"Note";"";"";"";"";"";"12-15 reps";""
"46";"2025-10-01 10:28:10";"Full body Sep 2025 - chatGPT";"2644";"Lateral Raise (Dumbbell)";"1";"8.0";"12";"";"";"";"";""
"46";"2025-10-01 10:28:10";"Full body Sep 2025 - chatGPT";"2644";"Lateral Raise (Dumbbell)";"2";"8.0";"12";"";"";"";"";""
"46";"2025-10-01 10:28:10";"Full body Sep 2025 - chatGPT";"2644";"Bicep Curl (Cable)";"Note";"";"";"";"";"";"10-12 reps";""
"46";"2025-10-01 10:28:10";"Full body Sep 2025 - chatGPT";"2644";"Bicep Curl (Cable)";"1";"23.75";"10";"";"";"";"";""
"46";"2025-10-01 10:28:10";"Full body Sep 2025 - chatGPT";"2644";"Bicep Curl (Cable)";"Rest Timer";"";"";"";"";"120.0";"";""
"46";"2025-10-01 10:28:10";"Full body Sep 2025 - chatGPT";"2644";"Bicep Curl (Cable)";"2";"23.75";"10";"";"";"";"";""
"46";"2025-10-01 10:28:10";"Full body Sep 2025 - chatGPT";"2644";"Triceps Pushdown (Cable - Straight Bar)";"Note";"";"";"";"";"";"10-12 reps";""
"46";"2025-10-01 10:28:10";"Full body Sep 2025 - chatGPT";"2644";"Triceps Pushdown (Cable - Straight Bar)";"1";"28.75";"12";"";"";"";"";""
"46";"2025-10-01 10:28:10";"Full body Sep 2025 - chatGPT";"2644";"Triceps Pushdown (Cable - Straight Bar)";"2";"28.75";"12";"";"";"";"";""
"46";"2025-10-01 10:28:10";"Full body Sep 2025 - chatGPT";"2644";"Cable Crunch";"Note";"";"";"";"";"";"10-12 reps";""
"46";"2025-10-01 10:28:10";"Full body Sep 2025 - chatGPT";"2644";"Cable Crunch";"1";"28.75";"12";"";"";"";"";""
"46";"2025-10-01 10:28:10";"Full body Sep 2025 - chatGPT";"2644";"Cable Crunch";"2";"28.75";"12";"";"";"";"";""
"46";"2025-10-01 10:28:10";"Full body Sep 2025 - chatGPT";"2644";"Flat Leg Raise";"1";"";"10";"";"";"";"";""
"46";"2025-10-01 10:28:10";"Full body Sep 2025 - chatGPT";"2644";"Flat Leg Raise";"Rest Timer";"";"";"";"";"60.0";"";""
"46";"2025-10-01 10:28:10";"Full body Sep 2025 - chatGPT";"2644";"Flat Leg Raise";"2";"";"10";"";"";"";"";""
"47";"2025-10-03 14:49:24";"Full body Sep 2025 - chatGPT";"3728";"Pull Up";"Note";"";"";"";"";"";"Last set max body weight. 
6-8 reps";""
"47";"2025-10-03 14:49:24";"Full body Sep 2025 - chatGPT";"3728";"Pull Up";"1";"4.0";"7";"";"";"";"";""
"47";"2025-10-03 14:49:24";"Full body Sep 2025 - chatGPT";"3728";"Pull Up";"2";"4.0";"7";"";"";"";"";""
"47";"2025-10-03 14:49:24";"Full body Sep 2025 - chatGPT";"3728";"Pull Up";"3";"4.0";"7";"";"";"";"";""
"47";"2025-10-03 14:49:24";"Full body Sep 2025 - chatGPT";"3728";"Pull Up";"4";"0.0";"7";"";"";"";"";""
"47";"2025-10-03 14:49:24";"Full body Sep 2025 - chatGPT";"3728";"Bench Press (Dumbbell)";"Note";"";"";"";"";"";"8-10 reps
Last set 75-80% till 1-2 RIR. ";""
"47";"2025-10-03 14:49:24";"Full body Sep 2025 - chatGPT";"3728";"Bench Press (Dumbbell)";"1";"24.0";"8";"";"";"";"";""
"47";"2025-10-03 14:49:24";"Full body Sep 2025 - chatGPT";"3728";"Bench Press (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"47";"2025-10-03 14:49:24";"Full body Sep 2025 - chatGPT";"3728";"Bench Press (Dumbbell)";"2";"24.0";"8";"";"";"";"";""
"47";"2025-10-03 14:49:24";"Full body Sep 2025 - chatGPT";"3728";"Bench Press (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"47";"2025-10-03 14:49:24";"Full body Sep 2025 - chatGPT";"3728";"Bench Press (Dumbbell)";"3";"24.0";"8";"";"";"";"";""
"47";"2025-10-03 14:49:24";"Full body Sep 2025 - chatGPT";"3728";"Bench Press (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"47";"2025-10-03 14:49:24";"Full body Sep 2025 - chatGPT";"3728";"Bench Press (Dumbbell)";"4";"18.0";"11";"";"";"";"";""
"47";"2025-10-03 14:49:24";"Full body Sep 2025 - chatGPT";"3728";"Incline Row (Dumbbell)";"Note";"";"";"";"";"";"8-12 reps";""
"47";"2025-10-03 14:49:24";"Full body Sep 2025 - chatGPT";"3728";"Incline Row (Dumbbell)";"1";"22.0";"12";"";"";"";"";""
"47";"2025-10-03 14:49:24";"Full body Sep 2025 - chatGPT";"3728";"Incline Row (Dumbbell)";"2";"22.0";"12";"";"";"";"";""
"47";"2025-10-03 14:49:24";"Full body Sep 2025 - chatGPT";"3728";"Incline Row (Dumbbell)";"3";"22.0";"12";"";"";"";"";""
"47";"2025-10-03 14:49:24";"Full body Sep 2025 - chatGPT";"3728";"Goblet Squat (Kettlebell)";"Note";"";"";"";"";"";"10-12 reps";""
"47";"2025-10-03 14:49:24";"Full body Sep 2025 - chatGPT";"3728";"Goblet Squat (Kettlebell)";"1";"26.0";"12";"";"";"";"";""
